symbol,fundingTime,fundingRate,markPrice,source,type,has_interest,interest_per_interval
BTCUSDT,2025-12-31 16:00:00.001,3.75e-05,87909.0,binance,CEX,True,0.0001
BTCUSDT,2026-01-01 00:00:00.008,0.0001,87608.3,binance,CEX,True,0.0001
BTCUSDT,2026-01-01 08:00:00.002,0.0001,87603.80894203,binance,CEX,True,0.0001
BTCUSDT,2026-01-01 16:00:00.001,1.711e-05,87986.8,binance,CEX,True,0.0001
BTCUSDT,2026-01-02 00:00:00.006,5.608e-05,88799.9,binance,CEX,True,0.0001
BTCUSDT,2026-01-02 08:00:00.007,4.219e-05,88829.2,binance,CEX,True,0.0001
BTCUSDT,2026-01-02 16:00:00.000,4.813e-05,89373.0,binance,CEX,True,0.0001
BTCUSDT,2026-01-03 00:00:00.001,3.11e-05,89951.89852174,binance,CEX,True,0.0001
BTCUSDT,2026-01-03 08:00:00.000,1.055e-05,89535.9,binance,CEX,True,0.0001
BTCUSDT,2026-01-03 16:00:00.000,6.938e-05,89931.8,binance,CEX,True,0.0001
BTCUSDT,2026-01-04 00:00:00.000,9.488e-05,90595.85826667,binance,CEX,True,0.0001
BTCUSDT,2026-01-04 08:00:00.000,5.813e-05,91481.74876087,binance,CEX,True,0.0001
BTCUSDT,2026-01-04 16:00:00.001,4.436e-05,91295.09684783,binance,CEX,True,0.0001
BTCUSDT,2026-01-05 00:00:00.000,8.893e-05,91512.43532609,binance,CEX,True,0.0001
BTCUSDT,2026-01-05 08:00:00.000,5.23e-05,92492.27911544,binance,CEX,True,0.0001
BTCUSDT,2026-01-05 16:00:00.000,7.723e-05,93914.99367316,binance,CEX,True,0.0001
BTCUSDT,2026-01-06 00:00:00.010,-1.376e-05,93822.4,binance,CEX,True,0.0001
BTCUSDT,2026-01-06 08:00:00.000,2.816e-05,93208.62138406,binance,CEX,True,0.0001
BTCUSDT,2026-01-06 16:00:00.000,2.691e-05,93608.2,binance,CEX,True,0.0001
BTCUSDT,2026-01-07 00:00:00.001,6.582e-05,93708.0,binance,CEX,True,0.0001
BTCUSDT,2026-01-07 08:00:00.001,0.0001,92848.1,binance,CEX,True,0.0001
BTCUSDT,2026-01-07 16:00:00.001,2.885e-05,91303.2,binance,CEX,True,0.0001
BTCUSDT,2026-01-08 00:00:00.001,8.693e-05,91328.1,binance,CEX,True,0.0001
BTCUSDT,2026-01-08 08:00:00.000,0.0001,90509.9,binance,CEX,True,0.0001
BTCUSDT,2026-01-08 16:00:00.000,6.436e-05,90763.7241087,binance,CEX,True,0.0001
BTCUSDT,2026-01-09 00:00:00.003,-2.813e-05,91059.8,binance,CEX,True,0.0001
BTCUSDT,2026-01-09 08:00:00.000,7.258e-05,90712.2,binance,CEX,True,0.0001
BTCUSDT,2026-01-09 16:00:00.001,2.18e-06,91137.7,binance,CEX,True,0.0001
BTCUSDT,2026-01-10 00:00:00.000,5.643e-05,90604.03880833,binance,CEX,True,0.0001
BTCUSDT,2026-01-10 08:00:00.002,7.657e-05,90627.1,binance,CEX,True,0.0001
BTCUSDT,2026-01-10 16:00:00.001,6.235e-05,90622.7,binance,CEX,True,0.0001
BTCUSDT,2026-01-11 00:00:00.003,8.744e-05,90469.7,binance,CEX,True,0.0001
BTCUSDT,2026-01-11 08:00:00.006,4.67e-05,90664.86374094,binance,CEX,True,0.0001
BTCUSDT,2026-01-11 16:00:00.000,1.667e-05,90834.1,binance,CEX,True,0.0001
BTCUSDT,2026-01-12 00:00:00.005,1.813e-05,90976.6,binance,CEX,True,0.0001
BTCUSDT,2026-01-12 08:00:00.000,2.902e-05,91369.3,binance,CEX,True,0.0001
BTCUSDT,2026-01-12 16:00:00.000,4.65e-05,91625.1,binance,CEX,True,0.0001
BTCUSDT,2026-01-13 00:00:00.007,2.245e-05,91254.18296377,binance,CEX,True,0.0001
BTCUSDT,2026-01-13 08:00:00.009,9.838e-05,91920.87575362,binance,CEX,True,0.0001
BTCUSDT,2026-01-13 16:00:00.002,3.445e-05,93407.9,binance,CEX,True,0.0001
BTCUSDT,2026-01-14 00:00:00.000,1.29e-06,95375.2,binance,CEX,True,0.0001
BTCUSDT,2026-01-14 08:00:00.001,2.497e-05,95170.48131159,binance,CEX,True,0.0001
BTCUSDT,2026-01-14 16:00:00.004,4.076e-05,96691.9,binance,CEX,True,0.0001
BTCUSDT,2026-01-15 00:00:00.000,-3.67e-06,96908.0,binance,CEX,True,0.0001
BTCUSDT,2026-01-15 08:00:00.004,1.749e-05,96606.62814493,binance,CEX,True,0.0001
BTCUSDT,2026-01-15 16:00:00.002,1.526e-05,96750.47456522,binance,CEX,True,0.0001
BTCUSDT,2026-01-16 00:00:00.000,7.34e-05,95567.4,binance,CEX,True,0.0001
BTCUSDT,2026-01-16 08:00:00.000,7.337e-05,95608.3,binance,CEX,True,0.0001
BTCUSDT,2026-01-16 16:00:00.001,2.495e-05,94537.5,binance,CEX,True,0.0001
BTCUSDT,2026-01-17 00:00:00.000,-1.78e-06,95503.7,binance,CEX,True,0.0001
BTCUSDT,2026-01-17 08:00:00.000,3.007e-05,95061.58289855,binance,CEX,True,0.0001
BTCUSDT,2026-01-17 16:00:00.002,2.976e-05,95529.0,binance,CEX,True,0.0001
BTCUSDT,2026-01-18 00:00:00.001,3.503e-05,95108.62485833,binance,CEX,True,0.0001
